"ad_date","source","campaign_name","audience_segment","total_spend","total_impressions","total_reach","total_clicks","total_leads","total_value","utm_campaign"
2021-09-26,facebook,Wholesale,Clean,4999,8419,2136,11,3,5944,cheap
2021-09-26,facebook,Wholesale,Interests,6770,8530,8829,61,0,11603,hobby
2021-09-26,facebook,Wholesale,Wide,23,51,73,0,0,19,cheap
2021-09-26,google,Crazy discounts,Improvement,647,5056,2536,183,2,629,
2021-09-26,google,Electronics,Narrow,18733,10788,27348,199,7,19927,discounts
2021-09-26,google,Promos,Parents,11366,9608,33986,129,0,13977,discounts
2021-09-26,google,Wholesale,Clean,3542,5627,6281,11,0,4405,cheap
2021-09-26,google,Wholesale,Wide,22,51,59,0,0,28,cheap
2021-09-27,facebook,Crazy discounts,Improvement,754,7953,3549,72,3,763,
2021-09-27,facebook,Electronics,Narrow,21265,55474,13991,256,1,27720,discounts
2021-09-27,facebook,Lookalike,Broad,9283,44640,7470,267,6,7048,you_might_like
2021-09-27,facebook,Lookalike,Broad new,1292,1327,2532,46,1,1377,you_might_like
2021-09-27,facebook,Promos,Parents,10888,43353,29742,208,2,22071,discounts
2021-09-27,facebook,Wholesale,Clean,5540,5105,10382,40,3,9511,cheap
2021-09-27,facebook,Wholesale,Interests,1066,7996,7949,76,3,1715,hobby
2021-09-27,facebook,Wholesale,Wide,72,45,55,0,0,110,cheap
2021-09-27,google,Crazy discounts,Improvement,2877,8484,14018,89,2,3474,
2021-09-27,google,Promos,Parents,5419,25663,22434,57,6,4241,discounts
2021-09-27,google,Wholesale,Clean,6333,2337,7690,46,1,5757,cheap
2021-09-27,google,Wholesale,Interests,4406,3751,6023,47,3,6479,hobby
2021-09-27,google,Wholesale,Wide,55,8,25,0,0,62,cheap
2021-09-28,facebook,Electronics,Narrow,21217,54664,37795,268,2,18255,discounts
2021-09-28,facebook,Lookalike,Broad,5091,6474,18354,154,2,6927,you_might_like
2021-09-28,facebook,Lookalike,Broad new,1004,1921,643,11,1,1276,you_might_like
2021-09-28,facebook,Lookalike,Trending new,25031,47300,42047,350,6,36300,тренд
2021-09-28,facebook,Promos,Parents,8699,30284,37913,195,3,16310,discounts
2021-09-28,facebook,Wholesale,Clean,6768,12182,13515,96,1,10973,cheap
2021-09-28,facebook,Wholesale,Interests,4455,1679,7058,44,1,3928,hobby
2021-09-28,facebook,Wholesale,Wide,33,26,48,0,0,57,cheap
2021-09-28,google,Crazy discounts,Improvement,649,9204,9855,98,2,510,
2021-09-28,google,Electronics,Narrow,13999,41281,14652,181,2,22799,discounts
2021-09-28,google,Promos,Parents,3518,9382,30667,188,7,3240,discounts
2021-09-28,google,Wholesale,Clean,1218,6540,6004,35,3,1830,cheap
2021-09-28,google,Wholesale,Interests,540,4859,2980,22,1,685,hobby
2021-09-29,facebook,Crazy discounts,Improvement,3119,2975,10040,57,1,2453,
2021-09-29,facebook,Electronics,Narrow,13248,39496,27584,202,4,15404,discounts
2021-09-29,facebook,Lookalike,Broad,6489,29582,34894,259,5,7050,you_might_like
2021-09-29,facebook,Lookalike,Broad new,338,2478,1263,27,0,560,you_might_like
2021-09-29,facebook,Lookalike,Trending new,18522,27076,26960,226,12,25684,тренд
2021-09-29,facebook,Promos,Parents,4514,19110,32151,347,2,9007,discounts
2021-09-29,facebook,Wholesale,Clean,2282,8758,3799,28,0,2723,cheap
2021-09-29,facebook,Wholesale,Interests,2562,1052,3230,18,0,4173,hobby
2021-09-29,facebook,Wholesale,Wide,14,74,84,0,0,18,cheap
2021-09-29,google,Crazy discounts,Improvement,2293,4333,6676,18,2,1997,
2021-09-29,google,Promos,Parents,12537,44257,17310,258,3,9321,discounts
2021-09-29,google,Wholesale,Interests,1233,3050,1393,35,0,1676,hobby
2021-09-29,google,Wholesale,Wide,23,17,49,0,0,16,cheap
2021-09-30,facebook,Crazy discounts,Improvement,1282,7269,3285,67,2,1911,
2021-09-30,facebook,Electronics,Narrow,17208,10531,43468,123,3,16983,discounts
2021-09-30,facebook,Lookalike,Broad,10374,20760,37784,424,11,12322,you_might_like
2021-09-30,facebook,Lookalike,Broad new,662,440,549,11,0,657,you_might_like
2021-09-30,facebook,Lookalike,Trending new,14527,46272,34866,206,13,20614,тренд
2021-09-30,facebook,Promos,Parents,3423,8863,31252,261,1,8088,discounts
2021-09-30,facebook,Wholesale,Clean,2595,12461,4282,40,2,2956,cheap
2021-09-30,facebook,Wholesale,Interests,1464,2518,2853,9,0,1975,hobby
2021-09-30,facebook,Wholesale,Wide,72,106,55,0,0,113,cheap
2021-09-30,google,Crazy discounts,Improvement,1523,8887,5313,47,1,1341,
2021-09-30,google,Promos,Parents,1852,36015,24759,212,7,2161,discounts
2021-09-30,google,Wholesale,Clean,4288,4031,5985,79,2,5414,cheap
2021-09-30,google,Wholesale,Interests,3575,3357,1315,17,1,5272,hobby
2021-09-30,google,Wholesale,Wide,49,34,13,0,0,81,cheap
2021-10-01,facebook,Crazy discounts,Improvement,2054,11606,12498,73,0,3207,
2021-10-01,facebook,Electronics,Narrow,20321,23187,18889,60,2,20726,discounts
2021-10-01,facebook,Lookalike,Broad,5843,11697,42176,259,6,7612,you_might_like
2021-10-01,facebook,Lookalike,Broad new,1119,1017,2322,9,1,925,you_might_like
2021-10-01,facebook,Lookalike,Trending new,18438,17597,23339,89,6,30178,тренд
2021-10-01,facebook,Wholesale,Clean,7606,10459,8694,29,1,8982,cheap
2021-10-01,facebook,Wholesale,Interests,1880,4718,5338,8,0,2408,hobby
2021-10-01,facebook,Wholesale,Wide,61,43,81,0,0,86,cheap
2021-10-01,google,Electronics,Narrow,20800,28464,23208,59,5,17464,discounts
2021-10-01,google,Wholesale,Clean,5043,8321,2247,70,2,8286,cheap
2021-10-01,google,Wholesale,Wide,50,37,33,0,0,56,cheap
2021-10-02,facebook,Crazy discounts,Improvement,1048,7784,6006,131,0,1325,
2021-10-02,facebook,Electronics,Narrow,18991,23448,7222,273,1,30075,discounts
2021-10-02,facebook,Lookalike,Broad,7741,42134,25855,158,1,11294,you_might_like
2021-10-02,facebook,Lookalike,Broad new,1378,837,1944,24,0,2243,you_might_like
2021-10-02,facebook,Lookalike,Trending new,22587,21475,12635,123,3,31970,тренд
2021-10-02,facebook,Promos,Parents,9957,45919,23937,66,4,15219,discounts
2021-10-02,facebook,Wholesale,Clean,3982,9867,3094,67,3,4779,cheap
2021-10-02,facebook,Wholesale,Interests,1063,7331,5265,22,3,1537,hobby
2021-10-02,facebook,Wholesale,Wide,43,21,27,0,0,67,cheap
2021-10-02,google,Crazy discounts,Improvement,1171,12276,1855,77,2,1538,
2021-10-02,google,Electronics,Narrow,7909,34178,11373,166,1,6423,discounts
2021-10-02,google,Wholesale,Clean,6184,10011,9355,19,3,10075,cheap
2021-10-02,google,Wholesale,Interests,1871,5714,971,28,1,1528,hobby
2021-10-03,facebook,Electronics,Narrow,21796,34997,25580,317,2,19074,discounts
2021-10-03,facebook,Lookalike,Broad,5809,23805,36387,334,3,6960,you_might_like
2021-10-03,facebook,Lookalike,Broad new,923,1494,470,4,0,842,you_might_like
2021-10-03,facebook,Lookalike,Trending new,10415,48498,25655,783,2,11087,тренд
2021-10-03,facebook,Promos,Parents,12000,51678,16722,70,0,18586,discounts
2021-10-03,facebook,Wholesale,Interests,4084,3599,4345,20,0,4374,hobby
2021-10-03,facebook,Wholesale,Wide,12,36,19,0,0,12,cheap
2021-10-03,google,Crazy discounts,Improvement,1240,8292,7833,78,2,1579,
2021-10-03,google,Electronics,Narrow,17926,42276,24822,90,3,19062,discounts
2021-10-03,google,Promos,Parents,14433,39805,31417,272,1,10424,discounts
2021-10-03,google,Wholesale,Clean,2276,8290,1806,46,3,3487,cheap
2021-10-03,google,Wholesale,Interests,2430,4554,1494,37,1,3845,hobby
2021-10-03,google,Wholesale,Wide,17,20,20,0,0,20,cheap
2021-10-04,facebook,Electronics,Narrow,18813,7884,33133,278,5,19918,discounts
2021-10-04,facebook,Lookalike,Broad,6381,35387,28868,146,7,5271,you_might_like
2021-10-04,facebook,Lookalike,Broad new,717,919,640,13,1,1167,you_might_like
2021-10-04,facebook,Lookalike,Trending new,12392,8409,14339,148,10,11809,тренд
2021-10-04,facebook,Promos,Parents,1535,25850,33385,227,2,3234,discounts
2021-10-04,facebook,Wholesale,Interests,753,3393,906,7,1,920,hobby
2021-10-04,facebook,Wholesale,Wide,30,7,17,0,0,37,cheap
2021-10-04,google,Crazy discounts,Improvement,204,6243,2590,62,2,208,
2021-10-04,google,Electronics,Narrow,13327,32370,26539,213,2,14609,discounts
2021-10-04,google,Promos,Parents,2213,23141,24053,81,0,3346,discounts
2021-10-04,google,Wholesale,Clean,5103,7845,2294,65,1,5236,cheap
2021-10-04,google,Wholesale,Interests,2219,1242,1671,18,1,1651,hobby
2021-10-04,google,Wholesale,Wide,27,15,19,0,0,42,cheap
2021-10-05,facebook,Crazy discounts,Improvement,931,13159,3867,87,3,1245,
2021-10-05,facebook,Electronics,Narrow,19977,27757,25861,255,3,26061,discounts
2021-10-05,facebook,Lookalike,Broad,5814,37238,12436,142,11,7318,you_might_like
2021-10-05,facebook,Lookalike,Broad new,978,4861,822,15,1,1164,you_might_like
2021-10-05,facebook,Lookalike,Trending new,20669,18786,22464,810,7,16387,тренд
2021-10-05,facebook,Promos,Parents,3209,8276,21485,129,2,6666,discounts
2021-10-05,facebook,Wholesale,Clean,7233,6247,13423,27,1,7833,cheap
2021-10-05,facebook,Wholesale,Interests,4188,5286,4656,50,2,6343,hobby
2021-10-05,facebook,Wholesale,Wide,11,54,30,0,0,13,cheap
2021-10-05,google,Crazy discounts,Improvement,356,3497,3516,87,3,436,
2021-10-05,google,Promos,Parents,916,17432,3418,35,1,699,discounts
2021-10-05,google,Wholesale,Clean,5712,11199,6680,105,4,8521,cheap
2021-10-05,google,Wholesale,Interests,612,5711,2743,31,1,610,hobby
2021-10-05,google,Wholesale,Wide,10,21,13,0,0,15,cheap
2021-10-06,facebook,Crazy discounts,Improvement,547,9092,10978,91,1,694,
2021-10-06,facebook,Electronics,Narrow,20183,16656,38761,100,2,19872,discounts
2021-10-06,facebook,Lookalike,Broad,7562,55838,7843,310,1,10972,you_might_like
2021-10-06,facebook,Lookalike,Broad new,1808,2587,804,16,1,2093,you_might_like
2021-10-06,facebook,Lookalike,Trending new,26943,67627,67340,474,12,26373,тренд
2021-10-06,facebook,Promos,Parents,0,0,0,0,0,0,discounts
2021-10-06,facebook,Wholesale,Clean,8360,14595,11070,26,2,7564,cheap
2021-10-06,facebook,Wholesale,Interests,3715,5693,8044,9,1,3163,
2021-10-06,facebook,Wholesale,Wide,42,41,51,2,0,47,cheap
2021-10-06,google,Crazy discounts,Improvement,416,2019,4957,60,1,325,
2021-10-06,google,Electronics,Narrow,6408,41624,16086,235,5,8208,discounts
2021-10-06,google,Wholesale,Clean,7241,10884,6128,27,2,6264,cheap
2021-10-06,google,Wholesale,Wide,9,13,22,0,0,13,cheap
2021-10-07,facebook,Crazy discounts,Improvement,1461,8757,13904,58,3,1335,
2021-10-07,facebook,Electronics,Narrow,5786,37935,25632,110,6,7302,discounts
2021-10-07,facebook,Lookalike,Trending new,19906,44105,21111,594,5,25520,тренд
2021-10-07,facebook,Promos,Parents,0,0,0,0,0,0,discounts
2021-10-07,facebook,Wholesale,Interests,1555,8551,6593,14,0,1762,hobby
2021-10-07,facebook,Wholesale,Wide,32,44,48,0,0,34,cheap
2021-10-07,google,Crazy discounts,Improvement,2683,5620,1966,16,3,3460,
2021-10-07,google,Electronics,Narrow,4979,23534,34962,118,1,6899,discounts
2021-10-07,google,Promos,Parents,0,0,0,0,0,0,discounts
2021-10-07,google,Wholesale,Interests,1885,2006,1376,32,1,3108,hobby
2021-10-08,facebook,Electronics,Narrow,15902,19270,20329,50,4,13456,discounts
2021-10-08,facebook,Lookalike,Broad,2912,35537,31910,98,1,4295,you_might_like
2021-10-08,facebook,Lookalike,Broad new,1413,2633,1294,6,1,2048,you_might_like
2021-10-08,facebook,Lookalike,Trending new,22179,61444,46241,288,7,29311,тренд
2021-10-08,facebook,Wholesale,Clean,4924,11039,10028,47,1,7447,cheap
2021-10-08,facebook,Wholesale,Interests,3492,3039,7843,34,0,3278,hobby
2021-10-08,facebook,Wholesale,Wide,219,277,144,1,0,223,cheap
2021-10-08,google,Electronics,Narrow,12542,45048,13262,214,3,12973,discounts
2021-10-08,google,Wholesale,Interests,1482,4519,5377,38,0,2443,hobby
2021-10-08,google,Wholesale,Wide,39,402,355,4,0,57,cheap
2021-10-09,facebook,Crazy discounts,Improvement,1495,4972,14453,127,3,1810,
2021-10-09,facebook,Electronics,Narrow,17943,47257,31152,197,3,16487,discounts
2021-10-09,facebook,Lookalike,Broad,12049,26208,38457,293,9,9200,you_might_like
2021-10-09,facebook,Lookalike,Broad new,1187,862,3077,33,0,1165,you_might_like
2021-10-09,facebook,Lookalike,Trending new,28302,58488,13995,284,3,22855,тренд
2021-10-09,facebook,Promos,Parents,0,0,0,0,0,0,discounts
2021-10-09,facebook,Wholesale,Clean,5829,4203,8477,79,1,8133,cheap
2021-10-09,facebook,Wholesale,Interests,3619,4532,5839,12,1,5688,hobby
2021-10-09,facebook,Wholesale,Wide,85,74,71,1,0,115,cheap
2021-10-09,google,Crazy discounts,Improvement,1637,8972,10819,146,2,1125,
2021-10-09,google,Promos,Parents,0,0,0,0,0,0,discounts
2021-10-09,google,Wholesale,Clean,6543,9020,2070,68,2,5047,cheap
2021-10-09,google,Wholesale,Interests,4097,4044,4330,31,0,5433,hobby
2021-10-09,google,Wholesale,Wide,43,72,81,0,0,68,cheap
2021-10-10,facebook,Crazy discounts,Improvement,3354,4311,4597,111,1,2740,
2021-10-10,facebook,Electronics,Narrow,23531,37014,33809,54,1,27500,discounts
2021-10-10,facebook,Lookalike,Broad,13334,45648,12145,188,1,15048,you_might_like
2021-10-10,facebook,Lookalike,Trending new,4943,76010,40320,634,5,5211,тренд
2021-10-10,facebook,Wholesale,Clean,3128,2372,8553,36,1,3722,cheap
2021-10-10,facebook,Wholesale,Interests,3519,1641,2262,10,0,3617,hobby
2021-10-10,facebook,Wholesale,Wide,1138,1520,3421,18,0,1855,cheap
2021-10-10,google,Crazy discounts,Improvement,1383,11206,3710,23,1,1048,
2021-10-10,google,Electronics,Narrow,2715,67161,52530,163,6,2366,discounts
2021-10-10,google,Wholesale,Clean,3570,3412,903,41,2,4202,cheap
2021-10-10,google,Wholesale,Interests,2321,4331,2556,3,0,2619,hobby
2021-10-10,google,Wholesale,Wide,2139,635,1751,17,0,2382,cheap
2021-10-11,facebook,Crazy discounts,Improvement,2124,13158,9288,57,2,2776,
2021-10-11,facebook,Lookalike,Broad,5847,9905,27968,97,5,5215,you_might_like
2021-10-11,facebook,Lookalike,Broad new,1519,1741,2420,29,1,2463,you_might_like
2021-10-11,facebook,Lookalike,Trending new,20140,44612,66008,606,10,32833,тренд
2021-10-11,facebook,Wholesale,Clean,4268,11549,12283,35,1,6725,cheap
2021-10-11,facebook,Wholesale,Wide,651,1214,1180,8,0,744,cheap
2021-10-11,google,Crazy discounts,Improvement,2537,7760,6837,31,3,3341,
2021-10-11,google,Wholesale,Clean,2526,10479,3721,61,1,2332,cheap
2021-10-11,google,Wholesale,Interests,3002,4751,1056,25,2,2119,hobby
2021-10-12,facebook,Crazy discounts,Improvement,1218,8176,6932,108,0,1372,
2021-10-12,facebook,Electronics,Narrow,21100,41471,60076,346,1,26406,discounts
2021-10-12,facebook,Lookalike,Broad,5799,17145,22838,67,1,6769,you_might_like
2021-10-12,facebook,Lookalike,Broad new,712,2467,3934,5,0,858,you_might_like
2021-10-12,facebook,Lookalike,Trending new,7843,39513,34995,496,2,10420,тренд
2021-10-12,facebook,Wholesale,Clean,5506,9000,8210,44,2,4797,cheap
2021-10-12,facebook,Wholesale,Interests,3738,5299,3463,11,1,4090,hobby
2021-10-12,facebook,Wholesale,Wide,1270,2064,2217,26,1,2156,cheap
2021-10-12,google,Crazy discounts,Improvement,1252,5415,4971,19,1,1172,
2021-10-12,google,Electronics,Narrow,8136,10801,9346,69,5,7399,discounts
2021-10-12,google,Wholesale,Clean,4859,4880,4656,21,3,5106,cheap
2021-10-12,google,Wholesale,Interests,1205,1391,4317,12,1,1373,hobby
2021-10-12,google,Wholesale,Wide,1427,2768,1196,22,1,1864,cheap
2021-10-13,facebook,Crazy discounts,Improvement,1521,3867,1805,24,0,2415,
2021-10-13,facebook,Electronics,Narrow,16800,26134,21614,244,8,27915,discounts
2021-10-13,facebook,Lookalike,Broad,9000,7360,17054,134,9,9812,you_might_like
2021-10-13,facebook,Lookalike,Broad new,2548,1683,1289,8,2,3286,you_might_like
2021-10-13,facebook,Lookalike,Trending new,23172,37279,64006,1247,12,38578,тренд
2021-10-13,facebook,Wholesale,Clean,7188,6488,6796,56,1,8131,cheap
2021-10-13,facebook,Wholesale,Interests,1868,2283,4865,28,1,3052,hobby
2021-10-13,facebook,Wholesale,Wide,1898,2347,2216,8,1,1974,cheap
2021-10-13,google,Electronics,Narrow,4294,16593,17753,89,2,5311,discounts
2021-10-13,google,Wholesale,Interests,1966,844,2393,6,1,2799,hobby
2021-10-13,google,Wholesale,Wide,1755,668,438,3,1,1153,cheap
2021-10-14,facebook,Brand,Spotlight,20,123,144,0,0,26,бренд
2021-10-14,facebook,Crazy discounts,Improvement,1544,2705,1722,34,0,1384,
2021-10-14,facebook,Electronics,Narrow,17863,35283,22041,216,8,19666,discounts
2021-10-14,facebook,Lookalike,Broad,12131,20855,37779,347,7,20579,you_might_like
2021-10-14,facebook,Lookalike,Broad new,720,1542,1439,37,1,669,you_might_like
2021-10-14,facebook,Lookalike,Trending new,7382,10779,69637,793,8,11401,тренд
2021-10-14,facebook,Wholesale,Clean,6025,9730,3561,30,2,5994,cheap
2021-10-14,facebook,Wholesale,Interests,1380,4933,4252,33,0,2343,hobby
2021-10-14,facebook,Wholesale,Wide,2228,2727,1858,7,1,2251,cheap
2021-10-14,google,Crazy discounts,Improvement,279,3344,3436,20,0,239,
2021-10-14,google,Electronics,Narrow,3491,63367,21088,139,6,3545,discounts
2021-10-14,google,Wholesale,Clean,6279,2954,5897,33,3,8738,cheap
2021-10-14,google,Wholesale,Interests,1404,2287,1396,6,0,1766,hobby
2021-10-14,google,Wholesale,Wide,2047,817,1248,13,0,2740,cheap
2021-10-15,facebook,Brand,Spotlight,129,55,109,0,0,222,бренд
2021-10-15,facebook,Crazy discounts,Improvement,694,2407,1354,60,1,619,
2021-10-15,facebook,Electronics,Narrow,16684,23882,27725,224,0,24835,discounts
2021-10-15,facebook,Lookalike,Broad,8631,34719,37116,324,10,14606,you_might_like
2021-10-15,facebook,Lookalike,Broad new,1658,669,2511,30,1,1649,you_might_like
2021-10-15,facebook,Lookalike,Trending new,6573,36831,23761,176,14,8932,тренд
2021-10-15,facebook,Wholesale,Clean,2027,3114,11646,16,0,1751,cheap
2021-10-15,facebook,Wholesale,Interests,2721,5304,4643,11,0,3947,hobby
2021-10-15,facebook,Wholesale,Wide,1053,1998,980,17,0,1299,cheap
2021-10-15,google,Electronics,Narrow,18973,16915,37395,162,1,28675,discounts
2021-10-15,google,Wholesale,Clean,786,8537,9063,25,2,815,cheap
2021-10-15,google,Wholesale,Interests,3002,576,4517,5,1,3630,hobby
2021-10-15,google,Wholesale,Wide,1403,2075,483,10,0,1390,cheap
2021-10-16,facebook,Brand,Spotlight,65,131,35,0,0,66,бренд
2021-10-16,facebook,Crazy discounts,Improvement,1253,3352,7580,40,1,1717,
2021-10-16,facebook,Electronics,Narrow,10673,67637,37759,315,7,18636,discounts
2021-10-16,facebook,Lookalike,Broad,9771,52968,24338,164,13,12816,you_might_like
2021-10-16,facebook,Lookalike,Broad new,1524,538,2499,6,0,1582,you_might_like
2021-10-16,facebook,Lookalike,Trending new,8454,26122,15884,812,5,14126,тренд
2021-10-16,facebook,Wholesale,Interests,1936,6651,6429,11,1,1868,hobby
2021-10-16,facebook,Wholesale,Wide,301,923,357,15,0,495,cheap
2021-10-16,google,Crazy discounts,Improvement,557,4739,3827,31,1,612,
2021-10-16,google,Electronics,Narrow,6262,41201,57977,148,1,4921,discounts
2021-10-16,google,Wholesale,Clean,2251,2392,4341,44,2,1835,cheap
2021-10-16,google,Wholesale,Interests,1421,2018,2423,27,1,1014,hobby
2021-10-16,google,Wholesale,Wide,216,509,521,9,0,281,cheap
2021-10-17,facebook,Brand,Spotlight,13,42,42,0,0,19,бренд
2021-10-17,facebook,Crazy discounts,Improvement,1421,1571,3021,51,2,1308,
2021-10-17,facebook,Electronics,Narrow,22774,56081,61306,122,3,35231,discounts
2021-10-17,facebook,Lookalike,Broad,5716,18160,47921,272,14,4586,you_might_like
2021-10-17,facebook,Lookalike,Broad new,933,1926,1768,20,1,1285,you_might_like
2021-10-17,facebook,Lookalike,Trending new,13234,30243,19469,327,10,20581,тренд
2021-10-17,facebook,Wholesale,Clean,3519,6716,2816,32,1,2734,cheap
2021-10-17,facebook,Wholesale,Interests,2024,4401,2661,13,0,1942,hobby
2021-10-17,facebook,Wholesale,Wide,1992,5119,2767,10,0,3466,cheap
2021-10-17,google,Crazy discounts,Improvement,1375,4422,5068,48,1,2048,
2021-10-17,google,Electronics,Narrow,6221,29798,17378,224,6,9206,discounts
2021-10-17,google,Wholesale,Clean,4582,2177,6282,18,1,6148,cheap
2021-10-17,google,Wholesale,Interests,1018,3110,1767,7,0,1599,hobby
2021-10-17,google,Wholesale,Wide,2442,4751,2312,15,1,3394,cheap
2021-10-18,facebook,Crazy discounts,Improvement,1220,3141,5130,59,1,1020,
2021-10-18,facebook,Electronics,Narrow,4867,3794,9132,79,1,3894,discounts
2021-10-18,facebook,Lookalike,Broad,4106,32401,65926,178,5,5353,you_might_like
2021-10-18,facebook,Lookalike,Trending new,16630,30167,14240,707,9,23504,тренд
2021-10-18,facebook,Wholesale,Clean,1461,1966,4891,22,1,1506,cheap
2021-10-18,facebook,Wholesale,Interests,3230,7796,4481,26,1,3776,hobby
2021-10-18,facebook,Wholesale,Wide,2608,4591,1232,6,1,3320,cheap
2021-10-18,google,Crazy discounts,Improvement,1158,5541,1626,39,0,1766,
2021-10-18,google,Electronics,Narrow,2873,10140,2750,43,0,3415,discounts
2021-10-18,google,Wholesale,Clean,1622,2223,4131,28,1,1988,cheap
2021-10-18,google,Wholesale,Interests,1376,1120,6269,37,1,921,hobby
2021-10-18,google,Wholesale,Wide,1672,4210,2144,28,0,1549,cheap
2021-10-19,facebook,Crazy discounts,Improvement,709,5830,5597,39,0,1171,
2021-10-19,facebook,Electronics,Narrow,0,0,0,0,0,0,discounts
2021-10-19,facebook,Lookalike,Broad,9441,49790,48871,185,1,15943,you_might_like
2021-10-19,facebook,Lookalike,Broad new,1450,1898,1376,32,0,2241,you_might_like
2021-10-19,facebook,Lookalike,Trending new,20926,62200,51259,506,5,24465,тренд
2021-10-19,facebook,Wholesale,Clean,1247,1905,2381,19,1,1441,cheap
2021-10-19,facebook,Wholesale,Wide,1646,1223,494,37,1,1478,cheap
2021-10-19,google,Electronics,Narrow,0,0,0,0,0,0,discounts
2021-10-19,google,Wholesale,Clean,3681,5646,4159,60,0,4447,cheap
2021-10-19,google,Wholesale,Interests,899,6333,2906,26,1,755,hobby
2021-10-19,google,Wholesale,Wide,1292,2893,1148,6,0,901,cheap
2021-10-20,facebook,Crazy discounts,Improvement,1231,8550,5734,19,2,2047,
2021-10-20,facebook,Electronics,Narrow,0,0,0,0,0,0,discounts
2021-10-20,facebook,Lookalike,Broad,17979,35853,19715,159,2,23660,you_might_like
2021-10-20,facebook,Lookalike,Broad new,1487,4006,2096,52,1,2261,you_might_like
2021-10-20,facebook,Lookalike,Trending new,19261,41090,43151,196,9,28238,тренд
2021-10-20,facebook,Wholesale,Clean,2248,4517,2601,33,0,2896,cheap
2021-10-20,facebook,Wholesale,Interests,3093,1903,3279,6,1,4524,hobby
2021-10-20,facebook,Wholesale,Wide,563,1838,670,11,0,840,cheap
2021-10-20,google,Crazy discounts,Improvement,602,3762,3337,62,1,814,
2021-10-20,google,Wholesale,Clean,2216,3782,3226,17,1,1467,cheap
2021-10-20,google,Wholesale,Interests,476,5880,1108,3,1,369,hobby
2021-10-20,google,Wholesale,Wide,1009,2315,1485,5,0,906,cheap
2021-10-21,facebook,Crazy discounts,Improvement,394,4372,5253,67,0,579,
2021-10-21,facebook,Electronics,Narrow,0,0,0,0,0,0,discounts
2021-10-21,facebook,Lookalike,Broad,15186,30582,25375,380,14,22212,you_might_like
2021-10-21,facebook,Lookalike,Broad new,1954,2378,1089,26,0,1497,you_might_like
2021-10-21,facebook,Lookalike,Trending new,19503,54308,40060,866,4,18032,тренд
2021-10-21,facebook,Wholesale,Clean,2108,4780,5883,29,1,1604,cheap
2021-10-21,facebook,Wholesale,Interests,2893,3659,3685,37,1,3855,hobby
2021-10-21,facebook,Wholesale,Wide,2000,1576,2286,16,1,2299,cheap
2021-10-21,google,Crazy discounts,Improvement,236,1935,4196,34,1,380,
2021-10-21,google,Electronics,Narrow,0,0,0,0,0,0,discounts
2021-10-21,google,Wholesale,Clean,2491,1168,3792,28,1,3905,cheap
2021-10-21,google,Wholesale,Interests,747,2187,1509,19,1,578,hobby
2021-10-21,google,Wholesale,Wide,374,921,657,13,1,546,cheap
2021-10-22,facebook,Electronics,Narrow,0,0,0,0,0,0,discounts
2021-10-22,facebook,Lookalike,Broad,17285,50870,47056,318,5,27178,you_might_like
2021-10-22,facebook,Lookalike,Broad new,677,3693,5836,47,0,739,you_might_like
2021-10-22,facebook,Lookalike,Trending new,12680,44789,19444,372,11,14837,тренд
2021-10-22,facebook,Wholesale,Clean,2738,3616,6938,42,0,4004,cheap
2021-10-22,facebook,Wholesale,Interests,1845,2271,3800,38,1,2726,hobby
2021-10-22,facebook,Wholesale,Wide,1354,739,3097,8,1,1845,cheap
2021-10-22,google,Electronics,Narrow,0,0,0,0,0,0,discounts
2021-10-22,google,Wholesale,Clean,1187,3779,682,37,0,1639,cheap
2021-10-22,google,Wholesale,Interests,1685,4056,4579,22,0,2620,hobby
2021-10-22,google,Wholesale,Wide,1222,1514,555,10,1,1573,cheap
2021-10-23,facebook,Lookalike,Broad,9976,69311,47468,427,3,9849,you_might_like
2021-10-23,facebook,Lookalike,Broad new,2108,3442,2969,30,2,1937,you_might_like
2021-10-23,facebook,Lookalike,Trending new,6818,24534,10792,564,9,10395,тренд
2021-10-23,facebook,Wholesale,Clean,2420,4039,3369,26,0,2106,cheap
2021-10-23,facebook,Wholesale,Interests,1840,7311,5404,57,0,1775,hobby
2021-10-23,facebook,Wholesale,Wide,390,1706,2114,10,0,561,cheap
2021-10-23,google,Crazy discounts,Improvement,1228,5417,3066,42,1,1338,
2021-10-23,google,Wholesale,Interests,1416,3418,5976,8,1,1351,hobby
2021-10-23,google,Wholesale,Wide,1249,2173,834,14,1,1479,cheap
2021-10-24,facebook,Crazy discounts,Improvement,1630,2115,3555,65,1,2225,
2021-10-24,facebook,Lookalike,Broad,16699,64130,52912,377,12,13711,you_might_like
2021-10-24,facebook,Lookalike,Broad new,2067,5020,5158,94,2,1962,you_might_like
2021-10-24,facebook,Lookalike,Trending new,10800,10230,46309,290,3,9323,тренд
2021-10-24,facebook,Wholesale,Clean,2815,1684,3654,15,1,4852,cheap
2021-10-24,facebook,Wholesale,Interests,1517,3991,6366,39,0,1411,hobby
2021-10-24,facebook,Wholesale,Wide,313,3077,1588,4,1,290,cheap
2021-10-24,google,Crazy discounts,Improvement,1067,2084,4675,11,1,1599,
2021-10-24,google,Wholesale,Clean,590,930,3762,21,0,878,cheap
2021-10-24,google,Wholesale,Interests,394,3176,4531,27,1,256,hobby
2021-10-24,google,Wholesale,Wide,1425,1039,2235,20,0,1062,cheap
